order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice,houseage,remodage,totalsf,totalbath,hasgarage,hasbasement,hasfireplace
1903,534450110,20,RL,50.0,5000,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,NoMasVnr,0.0,2,2,CBlock,2,2,No,LwQ,299.0,Unf,0.0,367.0,666.0,GasA,2,N,SBrkr,666,0,0,666,0.0,1.0,1,0,2,1,4,4,Typ,0,0,NoFeature,1946.0,NoFeature,0.0,0.0,0,0,N,0,52,0,0,0,0,0,MnPrv,NoFeature,0,4,2007,WD,Normal,64500,61,57,1332.0,1.5,0,1,0
1904,534451020,50,RL,51.0,3500,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,5,1945,1950,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,LwQ,144.0,Unf,0.0,226.0,370.0,GasA,3,N,FuseA,442,228,0,670,1.0,0.0,1,0,2,1,2,4,Typ,0,0,NoFeature,1945.0,NoFeature,0.0,0.0,0,0,N,0,21,0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD,Normal,64000,62,57,1040.0,2.0,0,1,0
1905,534453080,20,RL,50.0,5175,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,150.0,ALQ,404.0,254.0,808.0,GasA,5,Y,SBrkr,808,0,0,808,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1963.0,Unf,1.0,308.0,3,3,N,143,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,COD,Normal,112000,49,7,1616.0,1.0,1,1,0
1906,534475170,60,RL,100.0,9500,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,3,Y,SBrkr,1127,850,0,1977,0.0,1.0,1,1,4,1,3,9,Typ,1,3,Attchd,1964.0,RFn,2.0,540.0,3,3,Y,0,52,0,0,0,0,0,GdPrv,NoFeature,0,6,2007,WD,Normal,165000,43,29,2793.0,2.0,1,1,1
1907,534476080,20,RL,80.0,9600,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,4,CBlock,3,3,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,5,Y,SBrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,3,6,Typ,0,0,Attchd,1955.0,Fin,1.0,288.0,3,3,Y,0,0,0,0,175,0,0,MnPrv,NoFeature,0,10,2007,WD,Normal,144000,52,52,2228.0,2.0,1,1,0
1908,534478140,90,RL,95.0,11345,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,No,Rec,220.0,Unf,0.0,708.0,928.0,GasA,4,Y,FuseA,928,992,0,1920,0.0,0.0,2,0,4,2,3,10,Typ,0,0,Detchd,1948.0,Unf,2.0,400.0,3,2,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,137000,59,57,2848.0,2.0,1,1,0
1909,534479120,50,RL,79.0,9492,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,368.0,BLQ,41.0,359.0,768.0,GasA,3,Y,SBrkr,968,408,0,1376,1.0,0.0,1,0,3,1,3,6,Typ,1,4,Attchd,1941.0,Unf,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,105000,66,57,2144.0,2.0,1,1,1
1910,534479140,70,RL,79.0,9480,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,3,3,CBlock,3,3,No,LwQ,386.0,Unf,0.0,342.0,728.0,GasA,5,Y,SBrkr,888,756,0,1644,0.0,0.0,1,1,3,1,4,7,Typ,2,4,Attchd,1942.0,Unf,1.0,312.0,3,3,Y,168,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,146500,65,12,2372.0,1.5,1,1,1
1911,535101150,90,RL,63.0,8668,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,3,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Detchd,1968.0,Unf,3.0,792.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,126000,39,39,3120.0,2.0,1,1,0
1912,535102010,85,RL,73.0,10050,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,Av,GLQ,602.0,Unf,0.0,191.0,793.0,GasA,5,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Basment,1966.0,Fin,2.0,432.0,3,3,Y,140,40,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,175000,41,41,2073.0,2.5,1,1,1
1913,535105110,80,RL,100.0,9600,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,3,3,CBlock,3,3,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,3,Y,SBrkr,1254,0,0,1254,1.0,0.0,1,0,3,1,3,6,Typ,1,4,Attchd,1961.0,RFn,2.0,525.0,3,3,Y,0,0,0,0,168,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,158500,46,46,2472.0,2.0,1,1,1
1914,535106140,20,RL,70.0,10150,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,1.0,3,3,CBlock,3,3,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,5,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,RFn,1.0,275.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,COD,Normal,114500,49,49,1824.0,1.0,1,1,0
1915,535106180,50,RL,78.0,11344,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,No,BLQ,460.0,Unf,0.0,414.0,874.0,GasW,3,Y,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,1958.0,Unf,1.0,315.0,3,3,Y,0,0,0,0,0,0,0,GdWo,NoFeature,0,7,2007,WD,Normal,144000,49,49,2398.0,1.5,1,1,0
1916,535126180,60,RL,73.0,18450,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,No,LwQ,187.0,Rec,723.0,111.0,1021.0,GasA,3,Y,SBrkr,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,Sev,1,1,CarPort,1965.0,Unf,2.0,596.0,3,3,Y,0,265,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Abnorml,129000,42,28,3401.0,2.5,1,1,1
1917,535151020,20,RL,73.0,8760,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,873.0,Unf,0.0,63.0,936.0,GasA,3,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,4,4,Typ,0,0,Attchd,1957.0,RFn,1.0,315.0,3,3,Y,0,0,0,219,0,0,0,NoFeature,NoFeature,0,9,2007,WD,Normal,141000,50,8,1872.0,2.0,1,1,0
1918,535151100,20,RL,65.0,6860,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54.0,3,3,CBlock,3,3,No,GLQ,908.0,Unf,0.0,100.0,1008.0,GasA,5,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,3,1,2,6,Typ,0,0,Detchd,1964.0,Unf,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,12,2007,WD,Normal,131000,51,51,2016.0,2.0,1,1,0
1919,535151110,20,RL,60.0,8250,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,288.0,Unf,0.0,765.0,1053.0,GasA,4,Y,SBrkr,1053,0,0,1053,1.0,0.0,1,0,3,1,4,6,Typ,0,0,2Types,1994.0,RFn,2.0,692.0,3,3,Y,240,0,0,0,109,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,142100,44,44,2106.0,2.0,1,1,0
1920,535152060,20,RL,70.0,8176,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,846.0,Unf,0.0,210.0,1056.0,GasA,2,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,RFn,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Normal,139000,49,15,2112.0,2.0,1,1,0
1921,535154080,20,RL,75.0,9750,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3,3,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,4,Y,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,3,7,Typ,0,0,Attchd,1958.0,RFn,1.0,301.0,3,3,Y,0,0,275,0,0,0,0,NoFeature,Shed,500,4,2007,COD,Normal,157900,49,49,2884.0,1.5,1,1,0
1922,535155110,20,RL,80.0,9250,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,480.0,LwQ,468.0,108.0,1056.0,GasA,3,Y,SBrkr,1056,0,0,1056,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Attchd,1954.0,Unf,1.0,260.0,3,3,Y,390,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,139400,53,2,2112.0,1.5,1,1,0
1923,535176070,20,RL,90.0,11988,Pave,NoFeature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,777.0,Unf,0.0,467.0,1244.0,GasA,5,Y,FuseA,1244,0,0,1244,0.0,0.0,1,1,3,1,3,6,Typ,2,4,Attchd,1957.0,Unf,1.0,336.0,3,3,Y,0,40,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,150000,50,50,2488.0,1.5,1,1,1
1924,535177020,20,RL,70.0,9100,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1144.0,1144.0,GasA,3,Y,SBrkr,1144,0,0,1144,0.0,0.0,1,0,3,1,3,6,Typ,1,4,Attchd,1960.0,RFn,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,120000,47,47,2288.0,1.0,1,1,1
1925,535177110,20,RL,80.0,9736,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,3,3,CBlock,3,3,No,BLQ,668.0,Rec,138.0,525.0,1331.0,GasA,4,Y,SBrkr,1721,0,0,1721,0.0,0.0,1,0,4,1,3,8,Typ,3,3,Attchd,1957.0,Unf,2.0,464.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,174850,50,38,3052.0,1.0,1,1,1
1926,535179120,20,RL,72.0,9770,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,3,Y,FuseA,922,0,0,922,1.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1957.0,Unf,1.0,308.0,3,3,Y,0,34,0,0,0,0,0,GdWo,NoFeature,0,4,2007,WD,Normal,116000,50,50,1844.0,2.0,1,1,0
1927,535180030,20,RL,72.0,10152,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3,3,No,BLQ,586.0,Unf,0.0,462.0,1048.0,GasA,3,Y,SBrkr,1048,0,0,1048,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1956.0,Unf,1.0,286.0,3,3,Y,0,20,0,0,192,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,135000,51,51,2096.0,2.0,1,1,0
1928,535181030,20,RL,73.0,12155,Pave,NoFeature,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,NoMasVnr,0.0,3,3,CBlock,4,3,No,LwQ,1237.0,Unf,0.0,420.0,1657.0,GasA,4,Y,SBrkr,1657,0,0,1657,0.0,1.0,2,0,3,1,3,7,Typ,1,3,Attchd,1970.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,147,0,0,NoFeature,NoFeature,0,3,2007,WD,Normal,163500,37,37,3314.0,2.5,1,1,1
1929,535181140,20,RL,70.0,12198,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,Av,Rec,780.0,Unf,0.0,424.0,1204.0,GasA,3,Y,SBrkr,1411,0,0,1411,0.0,0.0,1,0,3,1,3,7,Typ,1,3,Attchd,1955.0,RFn,1.0,310.0,3,3,Y,278,82,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,COD,Normal,130000,52,32,2615.0,1.0,1,1,1
1930,535300040,20,RL,75.0,10050,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,288.0,Unf,0.0,928.0,1216.0,GasA,3,Y,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1955.0,RFn,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Normal,129500,52,52,2432.0,2.0,1,1,0
1931,535301060,20,RL,60.0,11556,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,MetalSd,NoMasVnr,0.0,3,5,CBlock,3,3,No,BLQ,408.0,Unf,0.0,456.0,864.0,GasA,4,Y,SBrkr,1154,0,0,1154,0.0,0.0,1,1,3,1,5,6,Typ,0,0,Detchd,1962.0,Unf,1.0,336.0,3,3,Y,63,0,0,0,0,0,0,NoFeature,NoFeature,0,7,2007,WD,Normal,142000,54,1,2018.0,1.5,1,1,0
1932,535301160,90,RL,70.0,8078,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,260.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,3,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Detchd,1958.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,12,2007,WD,Normal,128600,49,49,3120.0,2.0,1,1,0
1933,535302070,20,RL,60.0,10950,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,3,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1952.0,Unf,2.0,410.0,3,3,N,0,48,0,0,0,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,125000,55,55,1896.0,1.0,1,1,0
1934,535304170,20,RL,68.0,7942,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,3,Y,FuseF,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Attchd,1953.0,Fin,1.0,293.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NoFeature,0,6,2007,WD,Normal,136000,54,54,2080.0,1.5,1,1,0
1935,535305180,20,RL,66.0,8923,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,643.0,Unf,0.0,365.0,1008.0,GasA,4,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,2,1,4,6,Typ,0,0,Attchd,1953.0,Unf,1.0,240.0,3,3,Y,0,18,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,134500,54,1,2016.0,2.0,1,1,0
1936,535325090,20,RL,71.0,8540,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1956,2003,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,4,CBlock,3,3,No,Rec,114.0,ALQ,691.0,120.0,925.0,GasA,3,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1956.0,Unf,1.0,252.0,3,3,Y,152,0,0,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,127000,51,4,1850.0,2.0,1,1,0
1937,535325280,80,RL,60.0,7134,Pave,NoFeature,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,384.0,Unf,0.0,0.0,384.0,GasA,3,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,3,6,Min1,1,3,Detchd,1962.0,Unf,2.0,572.0,3,3,Y,0,50,0,0,0,0,0,MnPrv,NoFeature,0,2,2007,WD,Normal,130000,52,52,1744.0,1.0,1,1,1
1938,535325320,50,RL,55.0,7150,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,PConc,3,3,No,Rec,150.0,Unf,0.0,1040.0,1190.0,GasA,4,Y,SBrkr,1040,500,0,1540,1.0,0.0,1,0,4,1,2,7,Typ,0,0,Detchd,2002.0,Unf,1.0,352.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,8,2007,WD,Normal,115000,52,52,2730.0,2.0,1,1,0
1939,535327160,20,RL,70.0,8400,Pave,NoFeature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,4,CBlock,3,3,No,BLQ,793.0,Unf,0.0,130.0,923.0,GasA,3,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,3,1,3,5,Typ,2,3,Attchd,1955.0,Unf,1.0,390.0,3,3,Y,81,0,0,0,0,0,0,GdWo,NoFeature,0,3,2007,WD,Normal,116900,52,52,1848.0,2.0,1,1,1
1940,535327200,20,RL,70.0,13300,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,4,3,No,Rec,377.0,Unf,0.0,551.0,928.0,GasA,3,Y,SBrkr,928,0,0,928,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1956.0,Unf,1.0,252.0,3,3,Y,261,0,156,0,0,0,0,NoFeature,NoFeature,0,6,2007,WD,Normal,132000,51,7,1856.0,1.0,1,1,0
1941,535353050,20,RL,75.0,9532,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,1953,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,BLQ,595.0,Rec,354.0,156.0,1105.0,GasA,4,Y,SBrkr,1647,0,0,1647,1.0,0.0,1,0,3,1,3,6,Min1,1,2,Attchd,1953.0,Fin,1.0,280.0,3,3,Y,225,0,0,0,0,368,3,GdPrv,NoFeature,0,2,2007,WD,Normal,153000,54,54,2752.0,2.0,1,1,1
1942,535353130,20,RL,60.0,15783,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,NoMasVnr,0.0,3,3,CBlock,3,3,No,Rec,292.0,Unf,0.0,632.0,924.0,GasA,3,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1952.0,Unf,1.0,420.0,3,3,Y,0,324,0,0,0,0,0,MnPrv,Shed,400,6,2007,WD,Normal,112500,55,55,1848.0,1.0,1,1,0
1943,535353160,50,RL,60.0,14190,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,7,1890,2006,Gable,CompShg,VinylSd,VinylSd,NoMasVnr,0.0,4,4,CBlock,2,3,No,Unf,0.0,Unf,0.0,925.0,925.0,GasA,4,Y,SBrkr,1000,544,0,1544,0.0,0.0,2,0,3,1,3,7,Typ,0,0,NoFeature,1890.0,NoFeature,0.0,0.0,0,0,N,231,0,0,0,0,0,0,NoFeature,NoFeature,0,4,2007,WD,Normal,138000,117,1,2469.0,2.0,0,1,0
1944,535354050,45,RL,60.0,9600,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,3,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,3,Y,SBrkr,893,0,0,893,0.0,1.0,1,0,2,1,4,4,Typ,0,0,Detchd,1985.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,NoFeature,NoFeature,0,5,2007,WD,Normal,135000,58,4,1738.0,1.5,1,1,0
1945,535354260,50,RL,73.0,12099,Pave,NoFeature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1953,2004,Gable,CompShg,MetalSd,MetalSd,NoMasVnr,0.0,3,3,CBlock,3,2,No,LwQ,198.0,Unf,0.0,1018.0,1216.0,GasA,5,Y,SBrkr,1216,0,512,1728,1.0,0.0,1,0,3,1,3,7,Typ,1,4,Attchd,1953.0,Unf,1.0,371.0,3,3,Y,200,0,0,0,0,0,0,GdWo,NoFeature,0,6,2007,WD,Normal,156000,54,3,2432.0,2.0,1,1,1
1946,535355020,70,RL,113.0,21281,Pave,NoFeature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,4,1935,2007,Gable,CompShg,Wd Sdng,MetalSd,NoMasVnr,0.0,3,3,BrkTil,3,2,No,Unf,0.0,Unf,0.0,666.0,666.0,GasA,4,Y,SBrkr,1308,1778,0,3086,0.0,0.0,3,1,4,1,4,9,Min1,0,0,BuiltIn,2007.0,Unf,3.0,1200.0,3,3,Y,0,208,290,0,156,0,0,NoFeature,NoFeature,0,11,2007,WD,Family,301600,72,0,3752.0,3.5,1,1,0
